frame,Fish1_P1_x,Fish1_P1_y,Fish1_P1_z,Fish1_P2_x,Fish1_P2_y,Fish1_P2_z,Fish1_P3_x,Fish1_P3_y,Fish1_P3_z,Fish1_P4_x,Fish1_P4_y,Fish1_P4_z,Fish1_P5_x,Fish1_P5_y,Fish1_P5_z,Fish1_P6_x,Fish1_P6_y,Fish1_P6_z,Fish1_P7_x,Fish1_P7_y,Fish1_P7_z,Fish1_P8_x,Fish1_P8_y,Fish1_P8_z,Fish1_P9_x,Fish1_P9_y,Fish1_P9_z,Fish1_P10_x,Fish1_P10_y,Fish1_P10_z,Fish1_P11_x,Fish1_P11_y,Fish1_P11_z,Fish1_P12_x,Fish1_P12_y,Fish1_P12_z,Fish1_P13_x,Fish1_P13_y,Fish1_P13_z
64,333.1143,457.6383,3.2677,322.9199,459.5184,3.3412,313.0269,460.7079,2.8228,303.3188,461.2668,1.4180,293.1415,462.1390,-0.6149,283.0922,463.4194,-2.2671,273.4090,465.1332,-3.0766,263.6737,468.0235,-3.8075,254.0352,471.8846,-2.8751,244.9806,476.0181,-1.3774,235.5159,480.3732,0.4616,226.4032,483.6952,2.3789,216.2145,485.9517,3.2091
65,335.0065,457.5005,2.7740,325.0751,459.3697,3.7546,315.3382,461.0012,3.3872,305.1962,461.8854,2.2892,294.9316,462.4717,0.5603,285.0512,463.2252,-1.2892,274.9119,464.4028,-2.5194,265.3470,467.0544,-3.6236,255.9734,470.2749,-3.1673,246.4080,474.3797,-2.3984,237.1391,478.8468,-0.4079,227.9963,482.8783,1.4078,217.7806,485.8352,2.7909
66,336.6929,457.0380,1.8936,326.7803,459.2685,3.4607,317.1801,461.3991,3.5996,306.9528,462.4368,3.0528,296.9291,463.0027,1.6011,286.7067,463.4994,-0.3267,276.8930,464.5516,-2.0174,266.6664,466.1815,-3.1397,257.3063,468.6799,-3.8857,248.1383,472.6195,-2.9809,238.5861,477.1295,-1.8878,229.2504,481.3051,-0.0442,219.7876,485.0020,1.8328
67,338.1607,456.1723,0.8445,328.6156,458.9223,2.7977,318.9652,461.3969,3.4094,309.0842,462.8304,3.3419,298.8016,463.9863,2.5326,288.8512,463.9763,1.1235,278.5210,464.4009,-0.6942,268.7176,465.3141,-2.4924,258.8878,467.9123,-3.4105,249.4327,471.0638,-3.4511,239.8726,475.1040,-2.7221,230.5985,479.9434,-0.8371,221.5873,484.0583,0.7838
68,339.8793,455.7534,-0.1788,330.6035,458.3618,1.5382,320.4695,460.8320,2.9575,310.7846,462.8486,3.3605,300.8826,464.0190,3.3758,290.8287,464.4130,2.0780,280.5066,465.1864,0.2534,270.4387,465.5595,-1.7972,260.7962,467.4167,-3.2402,250.8973,469.6861,-3.6799,241.6872,473.6202,-3.2754,232.5506,477.9483,-2.0550,223.0494,482.4938,-0.0399
69,341.6941,454.6682,-1.3826,331.8928,457.8224,0.3003,322.4115,460.5543,2.2961,312.8318,463.0445,3.3170,302.6709,464.4124,3.5634,292.7944,465.1588,2.6959,282.5918,465.7677,1.6357,272.5320,465.7477,-0.2831,262.2531,466.6763,-2.1469,252.3558,468.8234,-3.3434,243.0633,471.7034,-3.4389,233.7462,475.9560,-2.6992,224.0561,480.8133,-1.3709
70,343.1273,453.8297,-2.2442,333.5729,456.8914,-0.6380,324.1747,460.1784,1.1554,314.6611,462.4858,2.7985,304.4029,464.6717,3.6525,294.9857,465.8201,3.2729,284.7117,466.2840,2.3339,274.5084,466.6135,0.3719,264.2463,466.8758,-1.3854,254.0341,468.1035,-2.8230,244.4589,470.5076,-3.5968,235.1228,474.4157,-3.3897,226.1509,478.9391,-2.1740
71,344.7823,452.8408,-3.1945,335.3789,455.9250,-1.6298,325.8236,459.1831,0.0654,316.0508,462.1117,2.0095,306.4669,464.6067,3.3056,296.6829,466.0020,3.5860,286.4190,466.9836,3.1151,276.4448,467.4391,1.6209,266.1269,467.3990,0.0254,255.9295,468.0577,-1.8022,246.1938,469.5854,-3.0656,236.6871,472.6521,-3.7078,227.0243,476.7320,-3.0972
72,346.6167,451.9051,-3.3995,337.0023,454.8080,-2.4525,327.3565,458.0632,-0.9611,317.8754,461.2929,0.9574,308.2610,464.1757,2.2328,298.5513,466.4139,3.4766,288.7255,467.2255,3.6851,278.5869,467.8602,2.7465,268.0392,467.8602,0.9835,258.2519,468.2599,-0.8569,248.0935,469.0831,-2.2713,238.4386,471.4320,-3.5769,228.8911,474.9436,-3.3981
73,348.3963,451.3215,-3.7261,338.7931,453.9659,-3.1900,329.1101,457.1308,-1.9065,319.5437,460.4435,-0.3404,309.8958,463.6344,1.7205,300.2530,466.2695,2.9656,290.5254,468.1013,3.8869,280.1791,468.7516,3.3246,269.9327,469.1451,2.0013,259.8263,468.9508,-0.0719,249.8340,469.0337,-1.5743,239.9339,470.7083,-2.9191,230.5555,473.3659,-3.6420
74,350.1173,450.6219,-3.2726,339.6250,453.0788,-3.5771,330.5573,455.8779,-2.7055,320.8121,459.8320,-1.1817,311.6824,463.0884,0.5356,301.9188,466.0132,1.9657,292.4023,468.3096,3.4156,282.1438,469.4433,3.5474,272.1077,469.4464,2.6631,261.8917,469.8269,1.7678,251.8614,469.4899,-0.5575,241.8182,470.3890,-2.1524,231.8795,472.4120,-2.9999
75,351.6771,450.1951,-2.6778,341.8210,451.9032,-3.4701,332.1274,455.1139,-3.3578,322.9301,458.0406,-2.1495,312.9911,461.8563,-0.6673,303.8773,465.0692,1.3273,294.1849,467.9854,2.8198,284.5339,469.7052,3.7546,274.1816,470.8000,3.7361,263.8969,470.3206,2.3437,253.6324,470.2966,0.5824,243.4553,470.6966,-1.0561,233.7234,471.9461,-2.8690
76,353.0802,450.1867,-1.8644,343.5937,451.3571,-3.3782,333.9806,453.9499,-3.9210,324.1516,457.1363,-2.8647,314.8465,460.9094,-1.5420,305.6338,464.3131,0.2436,295.6327,467.1413,1.7908,286.1721,469.8431,3.2317,276.2047,471.3153,3.7462,266.0676,471.5867,2.6633,255.9192,471.2567,1.5597,245.6350,471.2277,-0.0169,235.5081,471.3195,-1.9364
77,355.1860,450.0185,-0.7348,345.3190,451.3459,-2.4397,335.5348,453.2671,-3.3311,325.8755,455.6809,-3.4415,316.3405,459.0214,-2.7095,306.9055,462.8960,-0.9145,297.4561,466.5744,0.8084,287.9892,469.5916,2.5813,278.3328,471.5270,3.2197,268.0762,472.6041,3.4984,257.9085,472.2070,2.4692,247.6245,472.1414,0.8862,237.3403,471.7530,-1.0373
78,357.1226,449.8069,0.3173,347.2611,451.2634,-1.4298,337.2186,452.7737,-3.2009,327.5484,455.0680,-3.4889,318.0766,458.2186,-3.3497,308.6155,461.5282,-1.8515,299.1007,465.4710,-0.0258,289.6970,468.8165,1.5169,279.8445,471.6836,3.1776,270.0189,472.8109,3.4957,259.9882,473.3680,2.9448,249.5582,472.8520,2.0675,239.2341,472.6630,0.4523
79,358.8408,449.5687,1.3506,349.0570,450.7731,-0.5496,338.9895,452.3011,-2.3034,329.6138,454.1212,-3.3074,319.4766,456.3914,-3.3588,309.5690,460.3629,-3.0392,300.4312,463.9815,-1.0254,291.2728,467.7950,0.3792,281.7925,471.0308,2.3181,271.6546,473.4125,3.3830,261.7416,474.2129,3.5438,251.6438,474.3859,2.6258,241.2353,474.0692,1.2285
80,360.7893,450.0342,2.2774,351.0345,451.0270,0.7600,340.7298,452.3019,-1.2571,330.9213,453.6438,-2.6709,321.0082,455.6903,-3.2385,311.6788,458.7882,-3.2889,302.1554,462.1977,-2.2950,292.7701,466.5743,-0.7480,283.3246,470.4228,1.2023,273.6912,473.2292,2.6943,264.0629,474.8918,3.5986,253.6816,475.2381,3.4931,243.5148,475.1057,2.4297
81,362.5092,450.2485,2.7557,352.8196,451.1757,1.7661,342.8260,452.1930,-0.1224,332.9190,453.1640,-1.8055,322.8957,455.2748,-3.4232,313.1972,457.8489,-3.3942,303.5784,461.0311,-2.7803,294.0992,465.0266,-1.6694,284.9727,468.9282,0.2636,275.6037,472.8572,1.7831,265.7031,475.2346,3.4477,255.8042,476.0348,3.5656,245.7279,476.3698,3.2235
82,364.8833,450.2824,3.3590,354.4583,451.5876,2.7472,344.8678,452.5484,1.0010,334.5561,453.5969,-0.9787,324.6126,454.6987,-2.5000,315.1116,456.6252,-3.0904,305.1475,459.5941,-3.5938,295.9168,463.4652,-2.4261,286.3544,467.3652,-1.0544,277.1402,471.3648,0.8484,267.6327,474.6518,2.3723,257.5828,476.7183,3.5271,248.0689,477.5411,3.3054
83,366.2075,450.3459,3.8266,356.6299,451.7735,3.3888,346.7267,453.0701,1.8587,336.5265,453.4308,0.1370,326.2477,454.5344,-1.7875,316.6618,456.1215,-3.1104,306.9137,458.7935,-3.5389,297.2476,461.8976,-3.2542,287.8695,465.7436,-2.0754,278.8383,470.1132,-0.5474,269.2189,474.1838,1.3137,259.6221,476.8312,3.0613,249.7494,478.2518,3.3532
84,368.3443,450.4449,3.3021,358.4623,451.8652,3.7613,348.3440,453.4575,2.7840,338.4797,453.9050,1.6365,328.0107,454.7549,-0.8063,318.1367,456.0858,-2.0749,308.1936,457.6886,-3.4283,298.9685,460.8425,-3.4678,289.5278,464.4187,-3.0049,280.2569,468.7742,-1.4467,270.7264,473.0616,0.5257,261.1663,476.2500,2.1424,251.5763,478.5257,3.2979
85,370.2819,450.0750,2.9759,359.9990,452.0642,3.7204,350.4519,453.4196,3.2718,340.4562,454.3950,2.4164,330.2423,455.0211,0.6498,320.0306,456.0448,-1.1427,310.4291,457.0635,-2.8345,300.4361,459.3104,-3.4424,291.0750,462.6914,-3.4331,281.6798,466.7887,-2.3806,272.5749,471.2162,-0.7093,263.3543,475.0611,1.0473,253.6712,478.3595,2.8284
86,372.0911,449.3822,1.8133,362.1245,451.8922,3.0967,352.2051,453.5189,3.6679,342.3715,454.8445,3.0230,332.2440,455.4409,1.6498,322.0405,456.2718,-0.1263,311.9995,456.9164,-1.9596,302.0090,458.4998,-3.0464,292.4311,461.4091,-3.6695,282.8957,465.0974,-2.8470,273.7478,469.4812,-1.7602,264.4803,474.0578,0.0572,255.0927,477.7145,1.9556
87,373.5274,448.8972,0.9594,363.8158,451.7449,2.5659,354.2940,453.7319,3.4995,344.0611,455.2331,3.6174,334.0624,456.2881,2.5981,324.2289,456.3664,0.9572,313.8091,457.2185,-0.7681,303.8897,458.1326,-2.5000,294.2371,460.4463,-3.4676,284.5276,463.5812,-3.4753,275.2967,467.6734,-2.3332,265.9186,472.5672,-0.7897,256.8506,476.9448,0.9478
88,375.1111,448.0232,-0.3585,365.6816,450.8003,1.3587,356.1018,453.7116,3.0429,346.1868,455.5569,3.5627,335.8461,456.7693,3.3055,325.7530,457.1463,1.9484,315.7925,457.4225,0.3405,305.6962,457.9624,-1.4711,295.8912,459.4001,-2.9194,286.2815,462.1949,-3.5626,276.6033,465.6858,-3.1603,267.4400,470.5230,-2.0539,258.1817,475.1452,-0.2673
89,376.9448,447.1730,-1.5715,367.2639,450.1027,0.1143,357.4599,453.0812,2.0917,347.6582,455.4079,3.5178,338.1151,456.9738,3.7041,327.8685,457.6269,2.9427,317.6166,458.1292,1.3510,307.5719,458.3427,-0.3238,297.3549,459.3474,-2.2544,287.6649,461.2242,-3.2880,278.2077,464.3788,-3.3537,268.7924,468.5883,-3.1018,259.7370,472.9941,-1.2601
90,378.3886,446.3429,-2.5375,368.9003,449.5481,-0.5388,359.3265,452.5086,1.3968,349.7872,455.1029,2.6665,339.7722,457.1707,3.3700,329.5718,458.2951,3.4231,319.7990,458.9558,2.1253,309.5072,458.7484,0.6686,299.4362,459.3213,-1.2187,289.3850,460.4754,-2.5164,279.9024,463.0158,-3.7754,270.3014,466.7805,-3.3597,261.2336,471.4517,-2.3319
91,380.0347,445.3258,-3.1186,370.6656,448.3866,-1.9482,361.0613,451.6583,0.0488,351.1155,454.8687,2.0065,341.5342,457.1536,3.0129,331.6190,458.4236,3.7149,321.8950,459.4604,3.0476,311.8449,459.5914,1.5183,301.4036,459.9105,-0.1634,291.0836,460.3548,-1.7993,281.5369,461.8921,-3.3588,271.6886,465.1033,-3.2670,262.4531,469.2706,-3.1761
92,382.1491,444.4446,-3.5714,372.1776,447.2356,-2.4730,362.6200,450.5565,-1.0881,352.8069,453.8605,0.5232,343.4081,456.7303,2.4076,333.6132,458.7879,3.6438,323.9482,460.0889,3.6662,313.5497,460.4770,2.4700,303.4789,460.6245,0.8052,293.2150,460.6433,-0.9997,283.1701,461.4038,-2.5610,273.6998,463.9482,-3.6290,264.0266,467.4278,-3.5428
93,383.3513,443.7713,-3.6796,373.7569,446.5501,-3.1162,364.0366,449.5289,-1.7776,354.9969,453.0407,-0.0164,345.3670,456.1730,1.2726,335.5077,458.6090,3.0012,325.9205,460.5564,3.4730,315.4260,461.0066,2.9527,305.6428,461.5275,1.9990,295.1357,461.3126,0.2561,285.2243,461.7561,-1.8695,275.2502,462.8152,-3.0417,265.2480,465.8778,-3.7793
94,384.9400,442.9899,-3.2133,375.4011,445.6261,-3.3618,365.8716,448.5770,-2.9864,356.3189,451.7025,-1.2717,346.9761,455.4634,0.4901,337.4006,458.3525,2.1269,327.6009,460.7539,3.6659,317.6842,461.7626,3.4192,307.2371,462.3200,2.6760,297.3845,462.1295,1.4511,286.9689,462.1749,-0.6498,276.8641,462.7480,-2.2263,267.0758,464.8495,-3.4052
95,387.0125,442.7358,-2.5076,376.6068,444.6509,-3.3553,367.0726,447.6543,-3.3729,357.6125,450.7933,-2.4771,348.3123,454.4505,-0.6898,338.8061,457.9393,1.3643,329.2727,460.3247,2.7228,319.7317,462.1572,3.3531,309.6392,463.0918,3.4003,299.3087,463.1006,1.9556,288.9177,463.0769,0.9576,278.7310,462.9929,-1.0201,268.8522,464.1588,-3.0503
96,388.6055,442.4306,-2.1291,378.7604,444.3990,-3.2140,368.8750,446.2035,-3.5997,359.4193,449.3638,-3.0224,350.0704,453.0256,-1.6435,340.3913,456.5322,0.0700,331.0388,460.0450,1.7928,321.2301,462.5812,3.1992,311.2113,463.7122,3.4126,301.1092,463.9450,2.9371,291.3106,464.0394,1.9033,280.8813,463.5849,-0.0584,270.5938,463.8386,-2.0764
97,390.6169,442.0915,-0.8343,380.6667,443.8478,-2.4405,370.5857,445.7933,-3.4794,360.9636,448.0853,-3.4270,351.3606,451.4523,-2.3321,341.9761,455.3441,-0.9880,332.7118,458.8692,0.7581,323.2415,462.0045,2.4925,313.0061,463.9985,3.5873,303.1918,464.8552,3.5509,293.1639,465.0306,2.5093,282.8695,464.7842,1.1743,272.2641,464.8142,-1.0632
98,392.1414,442.3351,0.2437,382.4191,443.7237,-1.4325,372.3520,445.1587,-2.8291,362.9046,447.5938,-3.4681,353.2718,450.3703,-3.4363,343.7729,453.9893,-1.8320,334.1654,457.8117,-0.3220,324.9607,461.4759,1.5755,315.2057,464.2852,2.7164,305.3811,465.7594,3.7729,295.2568,465.9091,3.1577,284.9375,465.5848,1.9889,274.2818,464.9902,0.3098
99,394.1264,442.2922,1.3266,384.2452,443.4636,-0.4685,374.2681,444.7744,-2.2128,364.2945,446.6005,-3.6109,354.5877,449.1250,-3.6257,345.4254,452.6733,-2.8184,335.7070,456.5561,-1.1005,326.4251,460.2152,0.3195,316.9477,463.4603,2.3181,307.0106,465.6000,3.4073,296.9649,466.9739,3.7215,286.8412,466.8888,3.0498,276.5115,466.5071,1.3055
100,395.9259,442.5905,2.3530,386.2369,443.7609,0.6872,376.1699,444.7282,-1.1061,366.0830,446.0101,-2.7221,356.8039,448.4722,-3.6491,347.0252,451.0779,-3.4230,337.4373,454.9496,-2.4083,327.9762,458.9557,-0.7494,318.4084,462.5326,1.0800,308.9537,465.8406,2.6539,298.9343,467.6740,3.3726,289.0147,467.8000,3.2773,278.7468,467.5945,2.5098
101,398.0432,442.7688,3.1502,387.8004,444.0353,1.7759,378.0039,444.8788,-0.3409,367.7788,445.9471,-1.8803,358.1775,447.6638,-3.2031,348.5986,450.2509,-3.4860,339.0864,453.7778,-3.0089,329.6344,457.5885,-1.5352,320.5018,461.4268,0.0060,310.9213,465.1279,1.8375,300.8845,467.7259,3.2595,291.3202,468.7655,3.7333,281.0445,468.5682,2.8985
102,399.8486,442.7764,3.4315,389.7529,444.0991,2.4587,379.6300,445.0886,1.0175,369.9362,446.0064,-0.8008,359.9546,447.0883,-2.5707,350.0950,449.4144,-3.3617,340.4273,452.2044,-3.4572,330.8594,456.1098,-2.4784,321.8306,460.2803,-0.8491,312.0289,464.1343,0.6499,302.6227,467.2680,2.6734,293.0100,469.2897,3.7265,282.9063,469.7390,3.2856
103,401.5204,442.8944,3.3597,391.8104,444.4141,3.1306,381.7491,445.4435,1.9239,371.7841,446.0307,0.3460,361.8715,447.1372,-1.7631,351.7721,448.6507,-3.1100,341.8653,451.0218,-3.4605,332.6711,454.6354,-3.2453,323.4827,458.3886,-1.9525,313.8290,462.9762,-0.2530,304.2907,466.5698,1.4038,294.6760,469.4236,2.9777,285.0075,470.5448,3.7853
104,403.4389,442.4598,3.2010,393.4103,444.3129,3.6425,383.7049,445.8139,2.7304,373.6711,446.2800,1.2824,363.4960,447.1291,-0.4793,353.5273,448.3878,-2.1655,343.8518,450.1326,-3.2376,334.1380,453.1166,-3.5458,324.3524,457.1453,-2.9783,315.2456,461.1028,-1.5513,306.2980,465.2663,0.3918,296.4257,468.8943,2.4205,286.8402,470.9357,3.5338
105,405.2867,442.3570,2.7426,395.4862,444.5983,3.5444,385.5600,446.3161,3.8102,375.5514,446.8045,2.1616,365.5541,447.3103,0.6045,355.4276,448.3321,-1.2856,345.7082,449.7775,-2.8241,335.8148,451.9272,-3.6216,326.1203,455.4609,-3.4690,316.8259,459.5697,-2.2736,307.5902,463.7436,-0.2821,298.3147,467.5399,1.4206,288.4220,470.7303,2.6487
106,407.1752,441.9641,1.9336,397.0257,444.5801,3.1354,387.2450,446.2820,3.6715,377.4724,447.5776,3.1441,367.6003,448.0286,1.7125,357.3937,448.7400,-0.1689,347.5127,449.4735,-1.9013,337.4334,451.0245,-3.4223,328.0382,454.0700,-3.7366,318.3287,457.7758,-3.1297,309.2383,462.0236,-1.5472,299.6493,466.6148,0.3514,290.3918,470.2301,1.9353
107,408.8027,441.3164,0.8052,399.3083,444.2877,2.3964,389.0864,446.0665,3.2915,379.3342,447.7345,3.2871,369.3537,448.1439,2.6153,359.4460,448.8566,0.5668,349.1218,449.6872,-0.9257,339.1488,450.9098,-2.2425,329.4314,452.6507,-3.4333,319.6580,456.0787,-3.5309,310.3865,460.4863,-2.6284,301.0041,464.9125,-0.8958,291.9295,469.0626,0.7995
108,410.2835,440.5412,-0.3631,400.7361,443.3342,1.6091,390.9678,446.2065,3.0380,381.4875,447.7513,3.8024,371.2622,449.1848,3.3721,361.3170,449.6494,2.0869,351.0093,450.0960,0.1241,341.0015,450.8817,-1.2711,331.1919,452.3484,-2.9022,321.5198,455.0248,-3.5989,311.6931,458.4379,-3.2107,302.5429,462.7940,-2.0926,293.2496,467.7729,-0.0021
109,412.1295,439.5426,-1.3238,402.3268,442.8553,0.3709,392.9851,445.7676,2.1630,383.1777,447.9663,3.5945,372.9188,449.5497,3.7523,363.0928,450.1996,2.8676,352.8544,450.5138,1.2012,342.8130,450.6128,-0.5848,332.8904,451.7654,-2.2729,323.1243,453.9702,-3.4459,313.6108,456.5947,-3.6928,304.1762,461.0795,-2.8231,295.0115,465.7589,-1.2404
110,413.5999,438.7394,-2.6004,404.2115,441.8095,-0.4806,394.6939,444.9914,1.2380,384.9198,447.6811,2.5346,375.3044,449.6061,3.6236,365.1526,450.8865,3.4180,355.1212,451.1776,2.4680,344.8223,451.4858,0.5695,334.6584,451.9955,-1.4007,324.4463,453.1027,-2.6481,314.9493,455.7642,-3.3497,305.7572,459.4273,-3.3457,296.3806,463.6806,-2.7220
111,415.3791,437.7994,-3.0867,405.3704,441.1001,-1.7263,396.1162,444.0151,-0.0030,386.4963,447.0627,1.6900,376.8866,449.5953,3.3044,366.7737,451.1867,3.4643,357.0275,452.0142,3.1839,347.0707,452.2201,1.7755,336.4853,452.3242,-0.1152,326.8316,452.8141,-1.9221,316.6459,454.5448,-3.1226,307.0518,457.6402,-3.7064,297.8194,461.6369,-3.1124
112,417.1017,437.2598,-3.6072,407.4609,439.9366,-2.4377,397.8513,443.4526,-0.7689,388.1583,446.4099,0.7518,378.6768,449.0472,2.2449,369.0669,451.4805,3.5717,358.8099,452.4718,3.4657,349.0164,453.0489,2.6217,338.7642,453.1039,1.0261,328.4685,453.2074,-0.6284,318.3716,454.0987,-2.3937,308.7716,456.3273,-3.3501,299.3184,459.4270,-3.7534
113,418.7125,436.1468,-3.3378,409.0448,438.9392,-3.2293,399.3874,442.0181,-2.0004,390.0912,445.2684,-0.2217,380.3317,448.7209,1.4593,370.7518,451.1557,2.9777,360.8329,452.7845,3.6535,350.3929,453.7598,3.0150,340.6507,453.8639,2.1412,330.3417,453.8036,0.4259,320.1590,454.2083,-1.3581,310.4037,455.9173,-2.9119,300.5898,458.5480,-3.4524
114,420.3190,435.7430,-3.3477,410.7170,438.0461,-3.5854,401.3025,441.0751,-3.0406,391.5762,444.3451,-1.3079,382.0895,447.8886,0.2396,372.2444,451.0995,2.2071,362.9396,453.2393,3.2554,352.5348,454.5197,3.6435,342.9083,454.7932,2.8524,332.1223,454.5974,1.3917,322.1069,454.5075,-0.2817,312.3229,455.1670,-2.1962,302.2061,457.4852,-3.2997
115,422.1919,435.0614,-2.5543,412.2721,437.5419,-3.3803,402.5665,440.0258,-3.3487,393.0989,443.3121,-2.3230,383.6667,446.6512,-0.7434,374.1749,450.1801,1.3863,364.3330,452.9752,2.9925,354.6067,454.6633,3.4051,344.7801,455.4594,3.3881,334.3429,455.5880,2.2732,324.1066,455.3508,0.6237,314.0024,455.4443,-1.1544,303.9042,456.5616,-2.7472
116,423.6239,434.7904,-2.0022,413.8752,436.6232,-3.2854,404.1668,439.1541,-3.2857,394.8684,442.0540,-2.8879,385.2881,445.4755,-1.6793,375.7386,448.8128,-0.0073,366.1359,452.4843,1.8298,356.2901,454.8690,3.2185,346.7497,456.3286,3.9566,336.3629,456.8579,3.1947,326.1197,456.3838,1.5841,315.9129,456.0539,-0.1856,305.7909,456.3586,-1.7333
117,425.8268,434.6851,-0.7350,415.6245,435.9825,-2.4487,406.0611,438.1165,-3.3798,396.6176,441.3507,-3.6256,386.8558,444.0392,-2.1696,377.3042,448.0513,-0.9846,367.7560,451.5063,0.6613,358.2380,454.5213,2.5297,348.2031,456.5899,3.8416,338.3718,457.5620,3.4312,327.8641,457.3464,2.4918,318.0974,457.0498,0.9657,307.8129,456.9093,-0.8891
118,427.6388,434.5982,0.2269,417.7662,435.7211,-1.6907,407.7228,437.6975,-3.0312,398.0245,439.8073,-3.4438,388.4082,443.2348,-3.1116,379.0056,446.7850,-2.1392,369.4657,450.1215,-0.1273,360.2771,453.8055,1.3895,350.5439,456.4476,2.9051,340.7131,458.0588,3.5628,330.5915,458.6290,3.0790,320.2773,457.9272,2.1698,309.7944,457.6058,0.1410
119,429.2367,435.1806,1.3735,419.3187,436.1040,-0.3137,409.5160,437.4318,-2.0680,399.6497,439.2384,-3.3526,389.8271,441.6282,-3.4983,380.3629,445.1866,-2.8781,371.2072,449.0702,-1.3088,361.6085,452.8334,0.4434,352.1590,455.8581,2.2081,342.4309,458.4226,3.1737,332.3091,459.3410,3.4849,321.9609,459.2098,2.8423,311.8524,458.8047,1.2241
120,431.3376,435.0613,2.2449,421.1413,436.0667,0.7393,411.2572,437.1978,-1.3751,401.7927,438.3477,-3.0576,391.5351,440.8962,-3.2781,382.1065,443.9178,-3.2472,372.6053,447.2725,-2.2810,363.2476,451.8777,-0.7399,353.9729,455.0778,1.4549,344.2021,458.3303,2.8590,334.4311,459.9630,3.4457,324.1899,460.3408,3.3683,313.6608,460.0663,2.4658
121,433.3365,435.4580,3.0794,423.1452,436.3306,1.7549,413.2513,437.3550,-0.3207,403.3689,438.5141,-1.7534,393.3123,440.1238,-2.8848,383.4628,442.4604,-3.2987,374.1565,446.0391,-3.1443,364.4379,450.3439,-1.5902,355.4495,454.2224,-0.0183,345.9658,457.7780,1.5713,336.2913,460.2126,3.1907,326.0995,461.2695,3.5293,316.0642,461.2186,3.1712
122,434.9434,435.2995,3.6700,425.0413,436.7162,2.3997,415.2634,437.3282,1.0133,404.9690,438.3289,-0.9055,395.2403,440.0015,-2.5314,385.2134,441.5077,-3.2014,375.5125,444.6110,-3.4790,366.3562,448.7261,-2.2681,357.0177,452.5745,-1.0973,347.4981,456.7363,1.0076,338.0715,459.5190,2.4110,328.3922,461.6902,3.4466,318.4924,462.3856,3.7082
123,437.1405,435.5065,3.5255,426.6160,436.7541,3.3351,417.0356,438.0570,1.8528,406.9174,438.3458,0.1254,396.9456,439.2767,-1.4496,387.2467,440.9383,-3.0196,377.5253,443.6693,-3.5312,367.7779,446.7648,-3.2591,358.5943,451.0438,-1.9104,349.0243,455.1369,-0.3225,339.5009,458.8444,1.5691,329.9859,461.6588,3.0852,319.9527,463.2548,3.6655
124,438.9284,435.3199,3.4538,428.8444,436.8366,3.6943,419.1152,438.2218,3.1550,408.9432,439.3155,1.3276,398.6004,439.7383,-0.6033,388.7738,440.7961,-2.1864,378.9083,442.5737,-3.4147,369.5000,445.5858,-3.7670,359.5867,449.3245,-2.7992,350.4013,453.3983,-1.2707,341.7285,458.0052,0.3449,331.7458,461.3261,2.0203,321.8020,463.5456,3.4539
125,440.4954,434.8780,2.8298,430.7580,436.9305,3.3615,420.8665,438.7223,3.4460,410.9157,439.6773,2.0899,400.7172,440.2665,0.8018,390.7957,440.7319,-1.1227,380.7623,442.0835,-2.7248,370.7109,444.3427,-3.4950,361.5525,447.7986,-3.1551,352.2733,451.7845,-2.3344,342.6919,456.4821,-0.5240,333.2862,460.5490,1.0269,324.0049,463.0854,2.7266
126,442.0936,434.6215,1.9399,432.1607,436.7322,3.0874,422.8293,438.9931,3.7003,412.8864,439.7861,3.1190,402.6073,440.3900,1.6435,392.4239,441.1497,-0.0446,382.3609,441.8916,-2.1871,372.6562,443.6525,-3.1798,363.0250,446.3513,-3.7426,353.4312,450.1459,-3.0239,344.1457,454.5469,-1.8955,334.8960,458.7918,0.0198,325.6149,462.8442,1.8786
127,443.8736,434.0308,0.6876,434.3236,436.4859,2.5377,424.4746,438.6927,3.5055,414.4931,440.0791,3.4222,404.3556,441.1164,2.5031,394.2285,441.6087,1.0590,384.2825,442.0534,-0.7274,374.2871,443.2700,-2.6662,364.6386,445.3298,-3.3809,354.9804,448.4833,-3.6750,345.6545,452.7029,-2.7889,336.6272,457.5245,-1.3040,326.8143,461.4661,0.8879
128,445.9871,432.9548,-0.3054,436.1825,435.9785,1.7395,426.4386,438.5857,3.1131,416.6153,440.2607,3.5646,406.3986,441.6116,3.0565,396.2366,442.1637,2.0176,386.4442,442.5336,0.4727,376.3507,443.3367,-2.1023,366.1290,444.7139,-3.1792,356.4958,447.3485,-3.5836,347.0922,451.2385,-3.3019,338.0465,455.4814,-2.0038,328.5936,460.0251,-0.2911
129,447.0367,432.3587,-1.3379,437.6029,435.4477,0.3380,427.7559,438.2406,2.0045,418.1060,440.4964,3.4803,408.3005,441.8691,3.7918,398.1493,442.9168,2.9055,388.0969,443.0890,1.2258,377.9530,443.4189,-0.6004,367.7728,444.4442,-2.3017,358.3223,446.2256,-2.9134,348.7270,449.1705,-3.7717,339.1747,453.4917,-3.0889,329.9262,458.3068,-1.5893
